ID; partition; Off.size.vector; Parent.size; Off.num; Cost.allowed
1456; 5, 4, 4, 3, 2; 0, 1, 1, 2, 1; 18; 5; 0
1457; 5, 4, 4, 3, 1, 1; 2, 0, 1, 2, 1; 18; 6; 0
1458; 5, 4, 4, 2, 2, 1; 1, 2, 0, 2, 1; 18; 6; 0
1459; 5, 4, 4, 2, 1, 1, 1; 3, 1, 0, 2, 1; 18; 7; 0
1460; 5, 4, 4, 1, 1, 1, 1, 1; 5, 0, 0, 2, 1; 18; 8; 0
1461; 5, 4, 3, 3, 3; 0, 0, 3, 1, 1; 18; 5; 0
1462; 5, 4, 3, 3, 2, 1; 1, 1, 2, 1, 1; 18; 6; 0
1463; 5, 4, 3, 3, 1, 1, 1; 3, 0, 2, 1, 1; 18; 7; 0
1464; 5, 4, 3, 2, 2, 2; 0, 3, 1, 1, 1; 18; 6; 0
1465; 5, 4, 3, 2, 2, 1, 1; 2, 2, 1, 1, 1; 18; 7; 0
1466; 5, 4, 3, 2, 1, 1, 1, 1; 4, 1, 1, 1, 1; 18; 8; 0
1467; 5, 4, 3, 1, 1, 1, 1, 1, 1; 6, 0, 1, 1, 1; 18; 9; 0
1468; 5, 4, 2, 2, 2, 2, 1; 1, 4, 0, 1, 1; 18; 7; 0
1469; 5, 4, 2, 2, 2, 1, 1, 1; 3, 3, 0, 1, 1; 18; 8; 0
1470; 5, 4, 2, 2, 1, 1, 1, 1, 1; 5, 2, 0, 1, 1; 18; 9; 0
1471; 5, 4, 2, 1, 1, 1, 1, 1, 1, 1; 7, 1, 0, 1, 1; 18; 10; 0
1472; 5, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1; 9, 0, 0, 1, 1; 18; 11; 0
1473; 5, 3, 3, 3, 3, 1; 1, 0, 4, 0, 1; 18; 6; 0
1474; 5, 3, 3, 3, 2, 2; 0, 2, 3, 0, 1; 18; 6; 0
1475; 5, 3, 3, 3, 2, 1, 1; 2, 1, 3, 0, 1; 18; 7; 0
1476; 5, 3, 3, 3, 1, 1, 1, 1; 4, 0, 3, 0, 1; 18; 8; 0
1477; 5, 3, 3, 2, 2, 2, 1; 1, 3, 2, 0, 1; 18; 7; 0
1478; 5, 3, 3, 2, 2, 1, 1, 1; 3, 2, 2, 0, 1; 18; 8; 0
1479; 5, 3, 3, 2, 1, 1, 1, 1, 1; 5, 1, 2, 0, 1; 18; 9; 0
1480; 5, 3, 3, 1, 1, 1, 1, 1, 1, 1; 7, 0, 2, 0, 1; 18; 10; 0
1481; 5, 3, 2, 2, 2, 2, 2; 0, 5, 1, 0, 1; 18; 7; 0
1482; 5, 3, 2, 2, 2, 2, 1, 1; 2, 4, 1, 0, 1; 18; 8; 0
1483; 5, 3, 2, 2, 2, 1, 1, 1, 1; 4, 3, 1, 0, 1; 18; 9; 0
1484; 5, 3, 2, 2, 1, 1, 1, 1, 1, 1; 6, 2, 1, 0, 1; 18; 10; 0
1485; 5, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1; 8, 1, 1, 0, 1; 18; 11; 0
1486; 5, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 10, 0, 1, 0, 1; 18; 12; 0
1487; 5, 2, 2, 2, 2, 2, 2, 1; 1, 6, 0, 0, 1; 18; 8; 0
1488; 5, 2, 2, 2, 2, 2, 1, 1, 1; 3, 5, 0, 0, 1; 18; 9; 0
1489; 5, 2, 2, 2, 2, 1, 1, 1, 1, 1; 5, 4, 0, 0, 1; 18; 10; 0
1490; 5, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1; 7, 3, 0, 0, 1; 18; 11; 0
1491; 5, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1; 9, 2, 0, 0, 1; 18; 12; 0
1492; 5, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 11, 1, 0, 0, 1; 18; 13; 0
1493; 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 13, 0, 0, 0, 1; 18; 14; 0
1494; 4, 4, 4, 4, 2; 0, 1, 0, 4; 18; 5; 1
1495; 4, 4, 4, 4, 1, 1; 2, 0, 0, 4; 18; 6; 1
1496; 4, 4, 4, 3, 3; 0, 0, 2, 3; 18; 5; 1
1497; 4, 4, 4, 3, 2, 1; 1, 1, 1, 3; 18; 6; 0
1498; 4, 4, 4, 3, 1, 1, 1; 3, 0, 1, 3; 18; 7; 0
1499; 4, 4, 4, 2, 2, 2; 0, 3, 0, 3; 18; 6; 0
1500; 4, 4, 4, 2, 2, 1, 1; 2, 2, 0, 3; 18; 7; 0
1501; 4, 4, 4, 2, 1, 1, 1, 1; 4, 1, 0, 3; 18; 8; 0
1502; 4, 4, 4, 1, 1, 1, 1, 1, 1; 6, 0, 0, 3; 18; 9; 0
1503; 4, 4, 3, 3, 3, 1; 1, 0, 3, 2; 18; 6; 0
1504; 4, 4, 3, 3, 2, 2; 0, 2, 2, 2; 18; 6; 0
1505; 4, 4, 3, 3, 2, 1, 1; 2, 1, 2, 2; 18; 7; 0
1506; 4, 4, 3, 3, 1, 1, 1, 1; 4, 0, 2, 2; 18; 8; 0
1507; 4, 4, 3, 2, 2, 2, 1; 1, 3, 1, 2; 18; 7; 0
1508; 4, 4, 3, 2, 2, 1, 1, 1; 3, 2, 1, 2; 18; 8; 0
1509; 4, 4, 3, 2, 1, 1, 1, 1, 1; 5, 1, 1, 2; 18; 9; 0
1510; 4, 4, 3, 1, 1, 1, 1, 1, 1, 1; 7, 0, 1, 2; 18; 10; 0
1511; 4, 4, 2, 2, 2, 2, 2; 0, 5, 0, 2; 18; 7; 0
1512; 4, 4, 2, 2, 2, 2, 1, 1; 2, 4, 0, 2; 18; 8; 0
1513; 4, 4, 2, 2, 2, 1, 1, 1, 1; 4, 3, 0, 2; 18; 9; 0
1514; 4, 4, 2, 2, 1, 1, 1, 1, 1, 1; 6, 2, 0, 2; 18; 10; 0
1515; 4, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1; 8, 1, 0, 2; 18; 11; 0
1516; 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 10, 0, 0, 2; 18; 12; 0
1517; 4, 3, 3, 3, 3, 2; 0, 1, 4, 1; 18; 6; 0
1518; 4, 3, 3, 3, 3, 1, 1; 2, 0, 4, 1; 18; 7; 0
1519; 4, 3, 3, 3, 2, 2, 1; 1, 2, 3, 1; 18; 7; 0
1520; 4, 3, 3, 3, 2, 1, 1, 1; 3, 1, 3, 1; 18; 8; 0
1521; 4, 3, 3, 3, 1, 1, 1, 1, 1; 5, 0, 3, 1; 18; 9; 0
1522; 4, 3, 3, 2, 2, 2, 2; 0, 4, 2, 1; 18; 7; 0
1523; 4, 3, 3, 2, 2, 2, 1, 1; 2, 3, 2, 1; 18; 8; 0
1524; 4, 3, 3, 2, 2, 1, 1, 1, 1; 4, 2, 2, 1; 18; 9; 0
1525; 4, 3, 3, 2, 1, 1, 1, 1, 1, 1; 6, 1, 2, 1; 18; 10; 0
1526; 4, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1; 8, 0, 2, 1; 18; 11; 0
1527; 4, 3, 2, 2, 2, 2, 2, 1; 1, 5, 1, 1; 18; 8; 0
1528; 4, 3, 2, 2, 2, 2, 1, 1, 1; 3, 4, 1, 1; 18; 9; 0
1529; 4, 3, 2, 2, 2, 1, 1, 1, 1, 1; 5, 3, 1, 1; 18; 10; 0
1530; 4, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1; 7, 2, 1, 1; 18; 11; 0
1531; 4, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1; 9, 1, 1, 1; 18; 12; 0
1532; 4, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 11, 0, 1, 1; 18; 13; 0
1533; 4, 2, 2, 2, 2, 2, 2, 2; 0, 7, 0, 1; 18; 8; 0
1534; 4, 2, 2, 2, 2, 2, 2, 1, 1; 2, 6, 0, 1; 18; 9; 0
1535; 4, 2, 2, 2, 2, 2, 1, 1, 1, 1; 4, 5, 0, 1; 18; 10; 0
1536; 4, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1; 6, 4, 0, 1; 18; 11; 0
1537; 4, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1; 8, 3, 0, 1; 18; 12; 0
1538; 4, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 10, 2, 0, 1; 18; 13; 0
1539; 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 12, 1, 0, 1; 18; 14; 0
1540; 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 14, 0, 0, 1; 18; 15; 0
1541; 3, 3, 3, 3, 3, 3; 0, 0, 6; 18; 6; 1
1542; 3, 3, 3, 3, 3, 2, 1; 1, 1, 5; 18; 7; 0
1543; 3, 3, 3, 3, 3, 1, 1, 1; 3, 0, 5; 18; 8; 0
1544; 3, 3, 3, 3, 2, 2, 2; 0, 3, 4; 18; 7; 0
1545; 3, 3, 3, 3, 2, 2, 1, 1; 2, 2, 4; 18; 8; 0
1546; 3, 3, 3, 3, 2, 1, 1, 1, 1; 4, 1, 4; 18; 9; 0
1547; 3, 3, 3, 3, 1, 1, 1, 1, 1, 1; 6, 0, 4; 18; 10; 0
1548; 3, 3, 3, 2, 2, 2, 2, 1; 1, 4, 3; 18; 8; 0
1549; 3, 3, 3, 2, 2, 2, 1, 1, 1; 3, 3, 3; 18; 9; 0
1550; 3, 3, 3, 2, 2, 1, 1, 1, 1, 1; 5, 2, 3; 18; 10; 0
1551; 3, 3, 3, 2, 1, 1, 1, 1, 1, 1, 1; 7, 1, 3; 18; 11; 0
1552; 3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1; 9, 0, 3; 18; 12; 0
1553; 3, 3, 2, 2, 2, 2, 2, 2; 0, 6, 2; 18; 8; 0
1554; 3, 3, 2, 2, 2, 2, 2, 1, 1; 2, 5, 2; 18; 9; 0
1555; 3, 3, 2, 2, 2, 2, 1, 1, 1, 1; 4, 4, 2; 18; 10; 0
1556; 3, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1; 6, 3, 2; 18; 11; 0
1557; 3, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1; 8, 2, 2; 18; 12; 0
1558; 3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 10, 1, 2; 18; 13; 0
1559; 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 12, 0, 2; 18; 14; 0
1560; 3, 2, 2, 2, 2, 2, 2, 2, 1; 1, 7, 1; 18; 9; 0
1561; 3, 2, 2, 2, 2, 2, 2, 1, 1, 1; 3, 6, 1; 18; 10; 0
1562; 3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1; 5, 5, 1; 18; 11; 0
1563; 3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1; 7, 4, 1; 18; 12; 0
1564; 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1; 9, 3, 1; 18; 13; 0
1565; 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 11, 2, 1; 18; 14; 0
1566; 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 13, 1, 1; 18; 15; 0
1567; 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 15, 0, 1; 18; 16; 0
1568; 2, 2, 2, 2, 2, 2, 2, 2, 2; 0, 9; 18; 9; 1
1569; 2, 2, 2, 2, 2, 2, 2, 2, 1, 1; 2, 8; 18; 10; 0
1570; 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1; 4, 7; 18; 11; 0
1571; 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1; 6, 6; 18; 12; 0
1572; 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1; 8, 5; 18; 13; 0
1573; 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 10, 4; 18; 14; 0
1574; 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 12, 3; 18; 15; 0
1575; 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 14, 2; 18; 16; 0
1576; 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 16, 1; 18; 17; 0
1577; 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 18, 0; 18; 18; 1
1578; 18, 1; 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 19; 2; 1
1579; 17, 2; 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 19; 2; 1
1580; 17, 1, 1; 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 19; 3; 1
1581; 16, 3; 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 19; 2; 1
1582; 16, 2, 1; 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 19; 3; 1
1583; 16, 1, 1, 1; 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 19; 4; 1
1584; 15, 4; 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 19; 2; 1
1585; 15, 3, 1; 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 19; 3; 1
1586; 15, 2, 2; 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 19; 3; 1
1587; 15, 2, 1, 1; 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 19; 4; 0
1588; 15, 1, 1, 1, 1; 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 19; 5; 1
1589; 14, 5; 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1; 19; 2; 1
1590; 14, 4, 1; 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 19; 3; 1
1591; 14, 3, 2; 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 19; 3; 1
1592; 14, 3, 1, 1; 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 19; 4; 1
1593; 14, 2, 2, 1; 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 19; 4; 1
1594; 14, 2, 1, 1, 1; 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 19; 5; 0
1595; 14, 1, 1, 1, 1, 1; 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 19; 6; 1
1596; 13, 6; 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1; 19; 2; 1
1597; 13, 5, 1; 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1; 19; 3; 1
1598; 13, 4, 2; 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1; 19; 3; 1
1599; 13, 4, 1, 1; 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1; 19; 4; 1
1600; 13, 3, 3; 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 19; 3; 1
1601; 13, 3, 2, 1; 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 19; 4; 0
1602; 13, 3, 1, 1, 1; 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 19; 5; 0
1603; 13, 2, 2, 2; 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 19; 4; 1
1604; 13, 2, 2, 1, 1; 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 19; 5; 0
1605; 13, 2, 1, 1, 1, 1; 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 19; 6; 0
1606; 13, 1, 1, 1, 1, 1, 1; 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 19; 7; 1
1607; 12, 7; 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1; 19; 2; 1
1608; 12, 6, 1; 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1; 19; 3; 1
1609; 12, 5, 2; 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1; 19; 3; 1
1610; 12, 5, 1, 1; 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1; 19; 4; 1
1611; 12, 4, 3; 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1; 19; 3; 1
1612; 12, 4, 2, 1; 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1; 19; 4; 1
1613; 12, 4, 1, 1, 1; 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1; 19; 5; 1
1614; 12, 3, 3, 1; 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1; 19; 4; 1
1615; 12, 3, 2, 2; 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1; 19; 4; 1
1616; 12, 3, 2, 1, 1; 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1; 19; 5; 0
1617; 12, 3, 1, 1, 1, 1; 4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1; 19; 6; 0
1618; 12, 2, 2, 2, 1; 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 19; 5; 1
1619; 12, 2, 2, 1, 1, 1; 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 19; 6; 0
1620; 12, 2, 1, 1, 1, 1, 1; 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 19; 7; 0
1621; 12, 1, 1, 1, 1, 1, 1, 1; 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 19; 8; 1
1622; 11, 8; 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1; 19; 2; 1
1623; 11, 7, 1; 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1; 19; 3; 1
1624; 11, 6, 2; 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1; 19; 3; 1
1625; 11, 6, 1, 1; 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1; 19; 4; 1
1626; 11, 5, 3; 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1; 19; 3; 1
1627; 11, 5, 2, 1; 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1; 19; 4; 1
1628; 11, 5, 1, 1, 1; 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1; 19; 5; 1
1629; 11, 4, 4; 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1; 19; 3; 1
1630; 11, 4, 3, 1; 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1; 19; 4; 0
1631; 11, 4, 2, 2; 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 1; 19; 4; 0
1632; 11, 4, 2, 1, 1; 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1; 19; 5; 0
1633; 11, 4, 1, 1, 1, 1; 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1; 19; 6; 0
1634; 11, 3, 3, 2; 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1; 19; 4; 1
1635; 11, 3, 3, 1, 1; 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1; 19; 5; 1
1636; 11, 3, 2, 2, 1; 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1; 19; 5; 0
1637; 11, 3, 2, 1, 1, 1; 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1; 19; 6; 0
1638; 11, 3, 1, 1, 1, 1, 1; 5, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1; 19; 7; 0
1639; 11, 2, 2, 2, 2; 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1; 19; 5; 1
1640; 11, 2, 2, 2, 1, 1; 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1; 19; 6; 0
1641; 11, 2, 2, 1, 1, 1, 1; 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1; 19; 7; 0
1642; 11, 2, 1, 1, 1, 1, 1, 1; 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1; 19; 8; 0
1643; 11, 1, 1, 1, 1, 1, 1, 1, 1; 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 19; 9; 1
1644; 10, 9; 0, 0, 0, 0, 0, 0, 0, 0, 1, 1; 19; 2; 1
1645; 10, 8, 1; 1, 0, 0, 0, 0, 0, 0, 1, 0, 1; 19; 3; 1
1646; 10, 7, 2; 0, 1, 0, 0, 0, 0, 1, 0, 0, 1; 19; 3; 1
1647; 10, 7, 1, 1; 2, 0, 0, 0, 0, 0, 1, 0, 0, 1; 19; 4; 1
1648; 10, 6, 3; 0, 0, 1, 0, 0, 1, 0, 0, 0, 1; 19; 3; 1
1649; 10, 6, 2, 1; 1, 1, 0, 0, 0, 1, 0, 0, 0, 1; 19; 4; 1
1650; 10, 6, 1, 1, 1; 3, 0, 0, 0, 0, 1, 0, 0, 0, 1; 19; 5; 1
1651; 10, 5, 4; 0, 0, 0, 1, 1, 0, 0, 0, 0, 1; 19; 3; 1
1652; 10, 5, 3, 1; 1, 0, 1, 0, 1, 0, 0, 0, 0, 1; 19; 4; 1
1653; 10, 5, 2, 2; 0, 2, 0, 0, 1, 0, 0, 0, 0, 1; 19; 4; 1
1654; 10, 5, 2, 1, 1; 2, 1, 0, 0, 1, 0, 0, 0, 0, 1; 19; 5; 0
1655; 10, 5, 1, 1, 1, 1; 4, 0, 0, 0, 1, 0, 0, 0, 0, 1; 19; 6; 1
1656; 10, 4, 4, 1; 1, 0, 0, 2, 0, 0, 0, 0, 0, 1; 19; 4; 1
1657; 10, 4, 3, 2; 0, 1, 1, 1, 0, 0, 0, 0, 0, 1; 19; 4; 1
1658; 10, 4, 3, 1, 1; 2, 0, 1, 1, 0, 0, 0, 0, 0, 1; 19; 5; 0
1659; 10, 4, 2, 2, 1; 1, 2, 0, 1, 0, 0, 0, 0, 0, 1; 19; 5; 0
1660; 10, 4, 2, 1, 1, 1; 3, 1, 0, 1, 0, 0, 0, 0, 0, 1; 19; 6; 0
1661; 10, 4, 1, 1, 1, 1, 1; 5, 0, 0, 1, 0, 0, 0, 0, 0, 1; 19; 7; 0
1662; 10, 3, 3, 3; 0, 0, 3, 0, 0, 0, 0, 0, 0, 1; 19; 4; 1
1663; 10, 3, 3, 2, 1; 1, 1, 2, 0, 0, 0, 0, 0, 0, 1; 19; 5; 0
1664; 10, 3, 3, 1, 1, 1; 3, 0, 2, 0, 0, 0, 0, 0, 0, 1; 19; 6; 0
1665; 10, 3, 2, 2, 2; 0, 3, 1, 0, 0, 0, 0, 0, 0, 1; 19; 5; 1
1666; 10, 3, 2, 2, 1, 1; 2, 2, 1, 0, 0, 0, 0, 0, 0, 1; 19; 6; 0
1667; 10, 3, 2, 1, 1, 1, 1; 4, 1, 1, 0, 0, 0, 0, 0, 0, 1; 19; 7; 0
1668; 10, 3, 1, 1, 1, 1, 1, 1; 6, 0, 1, 0, 0, 0, 0, 0, 0, 1; 19; 8; 0
1669; 10, 2, 2, 2, 2, 1; 1, 4, 0, 0, 0, 0, 0, 0, 0, 1; 19; 6; 1
1670; 10, 2, 2, 2, 1, 1, 1; 3, 3, 0, 0, 0, 0, 0, 0, 0, 1; 19; 7; 0
1671; 10, 2, 2, 1, 1, 1, 1, 1; 5, 2, 0, 0, 0, 0, 0, 0, 0, 1; 19; 8; 0
1672; 10, 2, 1, 1, 1, 1, 1, 1, 1; 7, 1, 0, 0, 0, 0, 0, 0, 0, 1; 19; 9; 0
1673; 10, 1, 1, 1, 1, 1, 1, 1, 1, 1; 9, 0, 0, 0, 0, 0, 0, 0, 0, 1; 19; 10; 1
1674; 9, 9, 1; 1, 0, 0, 0, 0, 0, 0, 0, 2; 19; 3; 1
1675; 9, 8, 2; 0, 1, 0, 0, 0, 0, 0, 1, 1; 19; 3; 1
1676; 9, 8, 1, 1; 2, 0, 0, 0, 0, 0, 0, 1, 1; 19; 4; 0
1677; 9, 7, 3; 0, 0, 1, 0, 0, 0, 1, 0, 1; 19; 3; 1
1678; 9, 7, 2, 1; 1, 1, 0, 0, 0, 0, 1, 0, 1; 19; 4; 0
1679; 9, 7, 1, 1, 1; 3, 0, 0, 0, 0, 0, 1, 0, 1; 19; 5; 0
1680; 9, 6, 4; 0, 0, 0, 1, 0, 1, 0, 0, 1; 19; 3; 1
1681; 9, 6, 3, 1; 1, 0, 1, 0, 0, 1, 0, 0, 1; 19; 4; 0
1682; 9, 6, 2, 2; 0, 2, 0, 0, 0, 1, 0, 0, 1; 19; 4; 1
1683; 9, 6, 2, 1, 1; 2, 1, 0, 0, 0, 1, 0, 0, 1; 19; 5; 0
1684; 9, 6, 1, 1, 1, 1; 4, 0, 0, 0, 0, 1, 0, 0, 1; 19; 6; 0
1685; 9, 5, 5; 0, 0, 0, 0, 2, 0, 0, 0, 1; 19; 3; 1
1686; 9, 5, 4, 1; 1, 0, 0, 1, 1, 0, 0, 0, 1; 19; 4; 0
1687; 9, 5, 3, 2; 0, 1, 1, 0, 1, 0, 0, 0, 1; 19; 4; 0
1688; 9, 5, 3, 1, 1; 2, 0, 1, 0, 1, 0, 0, 0, 1; 19; 5; 0
1689; 9, 5, 2, 2, 1; 1, 2, 0, 0, 1, 0, 0, 0, 1; 19; 5; 0
1690; 9, 5, 2, 1, 1, 1; 3, 1, 0, 0, 1, 0, 0, 0, 1; 19; 6; 0
1691; 9, 5, 1, 1, 1, 1, 1; 5, 0, 0, 0, 1, 0, 0, 0, 1; 19; 7; 0
1692; 9, 4, 4, 2; 0, 1, 0, 2, 0, 0, 0, 0, 1; 19; 4; 1
1693; 9, 4, 4, 1, 1; 2, 0, 0, 2, 0, 0, 0, 0, 1; 19; 5; 0
1694; 9, 4, 3, 3; 0, 0, 2, 1, 0, 0, 0, 0, 1; 19; 4; 1
1695; 9, 4, 3, 2, 1; 1, 1, 1, 1, 0, 0, 0, 0, 1; 19; 5; 0
1696; 9, 4, 3, 1, 1, 1; 3, 0, 1, 1, 0, 0, 0, 0, 1; 19; 6; 0
1697; 9, 4, 2, 2, 2; 0, 3, 0, 1, 0, 0, 0, 0, 1; 19; 5; 0
1698; 9, 4, 2, 2, 1, 1; 2, 2, 0, 1, 0, 0, 0, 0, 1; 19; 6; 0
1699; 9, 4, 2, 1, 1, 1, 1; 4, 1, 0, 1, 0, 0, 0, 0, 1; 19; 7; 0
1700; 9, 4, 1, 1, 1, 1, 1, 1; 6, 0, 0, 1, 0, 0, 0, 0, 1; 19; 8; 0
1701; 9, 3, 3, 3, 1; 1, 0, 3, 0, 0, 0, 0, 0, 1; 19; 5; 0
1702; 9, 3, 3, 2, 2; 0, 2, 2, 0, 0, 0, 0, 0, 1; 19; 5; 1
1703; 9, 3, 3, 2, 1, 1; 2, 1, 2, 0, 0, 0, 0, 0, 1; 19; 6; 0
1704; 9, 3, 3, 1, 1, 1, 1; 4, 0, 2, 0, 0, 0, 0, 0, 1; 19; 7; 0
1705; 9, 3, 2, 2, 2, 1; 1, 3, 1, 0, 0, 0, 0, 0, 1; 19; 6; 0
