,Time,LC_1_1,LC_2_1
0,0.0,0.1,0.9
1,0.10003334444814939,0.1007676775821695,0.827741985370177
2,0.20006668889629878,0.10279715466240695,0.7818765171020713
3,0.3001000333444482,0.10580058419585889,0.7530409519332214
4,0.40013337779259756,0.10959356024668195,0.7355240735153052
5,0.500166722240747,0.11405148424580738,0.7256959252262656
6,0.6002000666888964,0.11908609840124318,0.7211704471413417
7,0.7002334111370457,0.1246321497555138,0.7203345731279158
8,0.8002667555851951,0.13063955745757577,0.7220719763569223
9,0.9003001000333445,0.13706823852023425,0.7255918345218333
10,1.000333444481494,0.1438851421925183,0.7303246934985893
11,1.1003667889296433,0.15106197655254164,0.7358528187888629
12,1.2004001333777927,0.15857391870362234,0.741866270187117
13,1.300433477825942,0.16639866361121228,0.7481331368325251
14,1.4004668222740915,0.17451540085216055,0.7544766582586595
15,1.5005001667222408,0.18290469525152908,0.760763518993706
16,1.6005335111703902,0.19154789220959628,0.7668921386833882
17,1.7005668556185396,0.20042682407980245,0.7727852485098076
18,1.800600200066689,0.209523788207429,0.7783853293283287
19,1.9006335445148383,0.2188213993848857,0.7836505521680249
20,2.000666888962988,0.22830208826345133,0.788549675926283
21,2.1007002334111373,0.23794849439079419,0.7930619411689135
22,2.2007335778592867,0.247743273743323,0.797174411050139
23,2.300766922307436,0.257669004275194,0.8008801958613664
24,2.4008002667555854,0.2677081987740176,0.804177324177311
25,2.500833611203735,0.2778434277736206,0.807068168948952
26,2.600866955651884,0.2880573997033127,0.8095588488618446
27,2.7009003001000336,0.2983328307588325,0.8116579562725242
28,2.800933644548183,0.30865234532103003,0.8133754576816062
29,2.9009669889963323,0.31899899007940496,0.8147239271692039
30,3.0010003334444817,0.3293559973776122,0.8157170715827202
31,3.101033677892631,0.33970689407268423,0.8163695946298297
32,3.2010670223407804,0.35003556236858646,0.8166969178640875
33,3.30110036678893,0.36032632875886256,0.8167150195131967
34,3.401133711237079,0.37056405344200866,0.8164403131124687
35,3.5011670556852286,0.38073419150697885,0.8158894840714042
36,3.601200400133378,0.39082279718622587,0.8150792023013268
37,3.7012337445815273,0.4008165063996089,0.8140258069950574
38,3.8012670890296767,0.4107027716626497,0.8127457278946302
39,3.901300433477826,0.4204697880226069,0.8112550873700228
40,4.001333777925976,0.4301065333772739,0.8095696468562634
41,4.101367122374125,0.4396028052542819,0.8077047738428231
42,4.201400466822275,0.4489492390856801,0.8056753906406426
43,4.301433811270424,0.45813731637221383,0.8034959255646994
44,4.401467155718573,0.46715936552503196,0.8011802714889305
45,4.501500500166722,0.47600855817254284,0.7987417567303332
46,4.601533844614872,0.48467890372014893,0.7961931332190609
47,4.701567189063021,0.4931652449505821,0.793546586911333
48,4.801600533511171,0.5014632776414276,0.7908138078793051
49,4.90163387795932,0.5095693943747799,0.7880057216261156
50,5.00166722240747,0.5174806927494342,0.7851325733238792
51,5.101700566855619,0.5251951486889312,0.7822043188463663
52,5.201733911303768,0.5327114426170143,0.7792303715512306
53,5.301767255751917,0.5400288386847155,0.7762194564549376
54,5.401800600200067,0.547147118698212,0.7731795730670288
55,5.501833944648216,0.554066556750429,0.7701180393866734
56,5.601867289096366,0.5607879205593749,0.7670415895644649
57,5.701900633544515,0.5673124855161824,0.7639564977324127
58,5.801933977992665,0.5736420474458418,0.7608687005050869
59,5.901967322440814,0.5797789200836031,0.757783890654867
60,6.002000666888963,0.5857259032700285,0.7547075544642504
61,6.102034011337112,0.5914862078676751,0.7516449252581753
62,6.202067355785262,0.5970633234023889,0.7486008256193102
63,6.302100700233411,0.6024608144321888,0.745579370789266
64,6.402134044681561,0.6076820316467226,0.7425835057586834
65,6.502167389129711,0.6127298821872663,0.7396146466074665
